,image,score,features
336,/home/ubuntu/MEBeauty-database/images/male/caucasian/male-model-2807612_1920.jpg,4.582632360217714,[[0.62121425 0.69423607 7.68955223 ... 4.93963561 0.64760749 0.76500647]]
337,/home/ubuntu/MEBeauty-database/images/male/indian/man-921004_1920.jpg,4.583909490886235,[[1.95181966 1.54146613 4.95120701 ... 2.68827432 1.4325281  2.26531028]]
338,/home/ubuntu/MEBeauty-database/images/male/black/jassir-jonis-QWa0TIUW638-unsplash.jpg,4.5844907407407405,[[0.82870391 0.86882882 6.89053351 ... 2.23657405 0.81089545 1.07562277]]
339,/home/ubuntu/MEBeauty-database/images/female/caucasian/metin-ozer-iSmTwuKTNDo-unsplash.jpg,4.589285714285714,[[1.69742173 1.44758613 6.11032823 ... 3.56669476 1.49289192 1.66380385]]
340,/home/ubuntu/MEBeauty-database/images/male/indian/muhammad-murtaza-ghani-iDN_Q0zSvY8-unsplash.jpg,4.595041322314049,[[1.12224402 1.08432533 6.2534533  ... 4.95144207 1.02456866 1.12018199]]
341,/home/ubuntu/MEBeauty-database/images/male/caucasian/boy-3028416_1920.jpg,4.5987554112554125,[[1.27670303 1.18696625 5.68327239 ... 3.97723662 1.17983591 1.4896906 ]]
342,/home/ubuntu/MEBeauty-database/images/male/caucasian/portrait-2573013_1920.jpg,4.602215719063546,[[0.57882952 0.66313634 6.82123478 ... 3.79426363 0.59272123 0.76338629]]
343,/home/ubuntu/MEBeauty-database/images/male/caucasian/selfie-543366_1280.jpg,4.604641131815045,[[0.89234188 0.9167812  6.17395473 ... 3.29193037 0.84724364 0.93380472]]
344,/home/ubuntu/MEBeauty-database/images/male/black/nico-marks-mFcc5b_t74Q-unsplash.jpg,4.60582729468599,[[0.92275378 0.94835896 5.0268868  ... 2.66534658 1.05371001 0.93767446]]
345,/home/ubuntu/MEBeauty-database/images/female/mideastern/s-jDpjN4U5mxE-unsplash.jpg,4.6071428571428585,[[0.94309181 0.95938573 5.34698456 ... 3.94408176 0.87114576 1.0517579 ]]
346,/home/ubuntu/MEBeauty-database/images/female/indian/teenager-475189_1920.jpg,4.608045977011494,[[0.78215389 0.85362275 4.95531759 ... 3.54998279 0.68091823 0.84104277]]
347,/home/ubuntu/MEBeauty-database/images/female/caucasian/woman-3714620_1920.jpg,4.615912208504802,[[0.80021636 0.86469895 4.53972297 ... 2.6865035  0.63970643 0.97227541]]
348,/home/ubuntu/MEBeauty-database/images/male/black/philip-martin-5aGUyCW_PJw-unsplash.jpg,4.622519841269841,[[1.82714898 1.47170175 5.00239559 ... 3.33486856 1.61619636 1.6121387 ]]
349,/home/ubuntu/MEBeauty-database/images/male/indian/portrait-2552312_1920.jpg,4.623674655047204,[[0.96217264 0.97168914 6.66666667 ... 3.34720385 0.88692611 1.0497194 ]]
350,/home/ubuntu/MEBeauty-database/images/male/caucasian/man-943554_1920.jpg,4.630813953488372,[[0.46277896 0.585014   6.13575204 ... 2.67452546 0.44876373 0.51078005]]
351,/home/ubuntu/MEBeauty-database/images/male/black/clem-onojeghuo-9y8HtS6Voi0-unsplash.jpg,4.632352941176472,[[1.10721684 1.07443321 5.97672154 ... 2.52777778 1.09895055 1.27956918]]
352,/home/ubuntu/MEBeauty-database/images/female/asian/john-mark-ramos-SGINHNM-vhk-unsplash.jpg,4.633126934984522,[[0.57484637 0.69889251 4.86486925 ... 2.53907617 0.51524123 0.62311425]]
353,/home/ubuntu/MEBeauty-database/images/female/asian/pregnancy-2594275_1920.jpg,4.633428300094967,[[0.99849322 0.99936319 4.70919001 ... 3.19205094 1.00920618 1.16273767]]
354,/home/ubuntu/MEBeauty-database/images/male/hispanic/nathan-dumlao-iKwCVH4cyjQ-unsplash.jpg,4.634920634920634,[[1.0027716  1.00167954 9.04760278 ... 2.32249123 0.90729575 0.97886615]]
355,/home/ubuntu/MEBeauty-database/images/female/asian/face-977177_1920.jpg,4.637573964497042,[[0.7612078  0.83192013 4.9821905  ... 2.33333333 0.75125939 0.88998832]]
356,/home/ubuntu/MEBeauty-database/images/male/black/taylor-wright-XLqe-qr2OK8-unsplash.jpg,4.6381578947368425,[[0.71433613 0.80075691 4.98297384 ... 1.87157853 0.86072155 0.8321549 ]]
357,/home/ubuntu/MEBeauty-database/images/male/mideastern/moroccan-1270331_1920.jpg,4.638760964912281,[[0.56075758 0.67398848 5.39632578 ... 2.5764773  0.53409809 0.67026904]]
358,/home/ubuntu/MEBeauty-database/images/female/hispanic/girl-390568_1920.jpg,4.64,[[1.3175958  1.17542555 3.85718924 ... 3.42320736 0.96634633 1.49525512]]
359,/home/ubuntu/MEBeauty-database/images/male/mideastern/portrait-5945929_1920.jpg,4.641975308641976,"[[ 1.62614898  1.48468411 10.1666993  ...  2.89299615  1.53383054
   1.5952141 ]]"
360,/home/ubuntu/MEBeauty-database/images/male/black/kareem-hayes-R1t3IQhYTqE-unsplash.jpg,4.6445556946182736,[[2.15154647 1.63863726 4.80951004 ... 2.15255338 1.39426002 2.46063345]]
361,/home/ubuntu/MEBeauty-database/images/male/hispanic/tyler-nix-PQeoQdkU9jQ-unsplash.jpg,4.649122807017544,[[1.15869291 1.11290683 6.45631589 ... 2.67070545 1.13798908 0.94300676]]
362,/home/ubuntu/MEBeauty-database/images/female/mideastern/ronny-sison-7eDUHk7Jb_o-unsplash.jpg,4.656084656084658,[[2.26435924 1.71390173 5.16350634 ... 2.51800866 1.53392998 2.93576129]]
363,/home/ubuntu/MEBeauty-database/images/female/indian/jyotirmoy-gupta-fbUvVn1_ViQ-unsplash.jpg,4.657894736842105,[[1.17557285 1.12268241 6.6244381  ... 4.08662966 1.06809031 1.41390782]]
364,/home/ubuntu/MEBeauty-database/images/male/caucasian/beard-4136705_1920.jpg,4.659239130434782,[[1.19978767 1.12733027 5.60254958 ... 3.55644691 1.13632053 1.38759581]]
365,/home/ubuntu/MEBeauty-database/images/male/caucasian/guy-1079623_1920.jpg,4.664473684210527,[[0.50314188 0.63207949 5.24122873 ... 4.9590157  0.49632183 0.67953271]]
366,/home/ubuntu/MEBeauty-database/images/female/caucasian/model-483918_1920.jpg,4.665024630541872,[[0.43543674 0.60247919 4.47263259 ... 3.14975802 0.45886536 0.46429163]]
367,/home/ubuntu/MEBeauty-database/images/female/caucasian/hairdresser-4564268_1920.jpg,4.665816326530612,[[0.67196763 0.77675971 4.54377283 ... 2.59941084 0.54248991 0.78145658]]
368,/home/ubuntu/MEBeauty-database/images/male/asian/pexels-streetwindy-4055355.jpg,4.666666666666667,[[0.64243561 0.74759901 5.15053395 ... 2.68200313 0.70493737 0.60690969]]
369,/home/ubuntu/MEBeauty-database/images/male/black/pexels-rodney-gainous-jr-2719416.jpg,4.666666666666667,[[0.98412266 0.99705615 6.35609943 ... 2.86991359 0.93229128 1.09120442]]
370,/home/ubuntu/MEBeauty-database/images/female/mideastern/woman-1584341_1280.jpg,4.667037037037037,[[0.76319209 0.82682213 5.69956037 ... 4.68061927 0.77635073 0.7718569 ]]
371,/home/ubuntu/MEBeauty-database/images/male/black/black-professional-4334648_1920.jpg,4.677513558614935,[[0.84508171 0.90093422 4.18187994 ... 1.975156   0.75612442 0.93205301]]
372,/home/ubuntu/MEBeauty-database/images/male/black/guy6.jpg,4.687278187278187,[[1.00194695 1.00225169 5.98510973 ... 2.44829073 0.71973574 1.03809781]]
373,/home/ubuntu/MEBeauty-database/images/female/black/oladimeji-odunsi-pV2Kw7Tts14-unsplash.jpg,4.688157894736842,[[1.19866593 1.13245771 5.50252467 ... 2.44216112 1.17323746 1.15540355]]
374,/home/ubuntu/MEBeauty-database/images/male/black/man-4539035_1920.jpg,4.692083333333334,[[0.69568881 0.78849466 4.91438832 ... 2.32635425 0.67052794 0.76393469]]
375,/home/ubuntu/MEBeauty-database/images/male/mideastern/ashkan-forouzani-rSUGzRIa-8M-unsplash.jpg,4.694266153187846,[[2.10033062 1.78853385 8.93612926 ... 4.04457348 1.82516348 2.38812165]]
376,/home/ubuntu/MEBeauty-database/images/female/caucasian/arno-senoner-5UCPo5N2cyg-unsplash.jpg,4.695473251028806,[[0.49511461 0.63452868 4.68875746 ... 2.58442804 0.38743014 0.73378073]]
377,/home/ubuntu/MEBeauty-database/images/male/asian/sport-1815798_1920.jpg,4.697352854185152,[[0.65576236 0.74787974 5.38410445 ... 3.3854894  0.59750988 0.83389068]]
378,/home/ubuntu/MEBeauty-database/images/male/caucasian/mark-farias-dt60oksDTx8-unsplash.jpg,4.698751076658053,[[0.89651216 0.9303553  4.56956382 ... 3.04366843 0.81676619 0.9723661 ]]
379,/home/ubuntu/MEBeauty-database/images/male/asian/pexels-sultan-raimosan-6125903.jpg,4.703703703703703,[[0.55389487 0.67023503 5.34582259 ... 2.19592907 0.49472526 0.86734859]]
380,/home/ubuntu/MEBeauty-database/images/male/asian/man-537136_1920.jpg,4.711879432624113,[[0.81165528 0.87421083 4.73403751 ... 2.62469568 0.68163338 1.10975074]]
381,/home/ubuntu/MEBeauty-database/images/female/asian/girl-526707_1920.jpg,4.718576195773081,[[0.60125878 0.71581984 4.64731994 ... 1.91204835 0.48663661 0.81623118]]
382,/home/ubuntu/MEBeauty-database/images/male/indian/chirag-dulyan-qOd6UZdvMC4-unsplash.jpg,4.7215879605604565,[[0.8474872  0.89183606 5.43620222 ... 3.26717649 0.80956991 0.9187514 ]]
383,/home/ubuntu/MEBeauty-database/images/male/black/mohammad-faruque-SpIKPT8zeAs-unsplash.jpg,4.725,[[0.94008959 0.96745622 4.1803406  ... 2.48389307 0.97273024 0.90912438]]
384,/home/ubuntu/MEBeauty-database/images/male/caucasian/hamid-tajik-FjT7kFSFczs-unsplash(1).jpg,4.727458180334557,[[0.64892922 0.73616325 6.04519158 ... 2.97126482 0.6346023  0.62825078]]
385,/home/ubuntu/MEBeauty-database/images/female/caucasian/bella-4368194_1920.jpg,4.731481481481481,[[0.50193201 0.62045103 5.41399659 ... 3.54903844 0.46495866 0.71114742]]
386,/home/ubuntu/MEBeauty-database/images/male/indian/amir-mohammad-jafari-tKEti7E86Kc-unsplash.jpg,4.73240022172949,[[1.11651468 1.08125071 4.97332333 ... 3.20864784 1.40863287 1.01115968]]
387,/home/ubuntu/MEBeauty-database/images/female/asian/muslim-417317_1920.jpg,4.733333333333333,[[1.10361582 1.06416767 4.64505443 ... 4.30632366 1.08510784 1.19041792]]
388,/home/ubuntu/MEBeauty-database/images/male/black/marie-michele-bouchard-bEZQWH49daU-unsplash.jpg,4.735531914893619,[[0.53721267 0.63945452 6.57508047 ... 2.33890072 0.6532273  0.56755854]]
389,/home/ubuntu/MEBeauty-database/images/female/black/african-american-1180847_1920.jpg,4.736732570239334,[[1.20264373 1.1203807  4.3251568  ... 2.53867843 0.94316245 1.5312041 ]]
390,/home/ubuntu/MEBeauty-database/images/male/asian/pexels-jermaine-ulinwa-3289153.jpg,4.740740740740741,[[1.68619477 1.42006147 5.2429224  ... 2.10335904 1.34401244 1.7281679 ]]
391,/home/ubuntu/MEBeauty-database/images/male/caucasian/esvan-UvgK58_MU9c-unsplash(1).jpg,4.748316498316497,[[1.11790291 1.07599831 5.4978555  ... 4.11221897 0.99848943 1.06587972]]
392,/home/ubuntu/MEBeauty-database/images/male/caucasian/oleg-ivanov--9ctS97imKs-unsplash.jpg,4.75,[[0.8183487  0.85827869 7.20599855 ... 3.10086836 0.82506678 0.88848281]]
393,/home/ubuntu/MEBeauty-database/images/male/asian/pexels-jameson-mallari-atenta-3008355.jpg,4.75,[[1.20471052 1.11993351 3.99927934 ... 2.42424242 1.12676614 1.14703631]]
394,/home/ubuntu/MEBeauty-database/images/male/black/african-american-2751286_1920.jpg,4.753289473684211,[[1.08063182 1.05512793 6.40210757 ... 3.73748412 1.15905781 1.22042754]]
395,/home/ubuntu/MEBeauty-database/images/male/asian/people-1731137_1920.jpg,4.761904761904762,"[[ 1.50659121  1.40509228 10.82752484 ...  3.13672192  1.24977874
   1.49699607]]"
396,/home/ubuntu/MEBeauty-database/images/male/asian/people-1731137_1920.jpg,4.761904761904762,[[0.98083365 0.98658394 4.67572672 ... 4.05083087 0.86333386 0.95577901]]
397,/home/ubuntu/MEBeauty-database/images/male/caucasian/charisse-kenion-bYxVLLifeIc-unsplash.jpg,4.767092803030304,[[1.28374722 1.18989629 5.41917651 ... 3.60067441 1.09589694 1.2387977 ]]
398,/home/ubuntu/MEBeauty-database/images/male/indian/india-4870636_1920.jpg,4.772142503711034,[[0.75739186 0.80956471 7.24176774 ... 3.9095915  0.72127056 0.87621591]]
399,/home/ubuntu/MEBeauty-database/images/male/black/african-american-1436661_1920.jpg,4.777374031007752,[[1.00194695 1.00225169 5.98510973 ... 2.44829073 0.71973574 1.03809781]]
400,/home/ubuntu/MEBeauty-database/images/male/caucasian/pexels-vikas-mani-2764950.jpg,4.777777777777779,[[1.16709916 1.12460299 8.1493314  ... 2.16648879 1.02506262 1.18290347]]
401,/home/ubuntu/MEBeauty-database/images/female/black/pexels-kaone-makoko-3785991.jpg,4.777777777777779,[[0.44673819 0.58831681 4.99060235 ... 2.1814451  0.40212247 0.67258667]]
402,/home/ubuntu/MEBeauty-database/images/male/asian/pexels-cottonbro-5319510.jpg,4.777777777777779,[[0.50081289 0.59690054 8.0483092  ... 2.23493979 0.71217717 0.54232614]]
403,/home/ubuntu/MEBeauty-database/images/female/black/people-2587179_1920.jpg,4.777777777777779,[[0.93329423 0.95326151 5.72028543 ... 1.40254681 0.68069396 1.54028611]]
404,/home/ubuntu/MEBeauty-database/images/male/caucasian/teenager-398355_1920.jpg,4.784888888888887,[[1.41821041 1.31798017 8.64844238 ... 3.77857739 1.17149884 1.66824261]]
405,/home/ubuntu/MEBeauty-database/images/male/mideastern/businessman-805769_1920.jpg,4.790313390313392,[[0.86642892 0.91096275 4.95907375 ... 3.24542118 0.75721486 1.03255822]]
406,/home/ubuntu/MEBeauty-database/images/male/caucasian/man-1209494_1920.jpg,4.796371882086168,[[1.00575558 1.0041878  9.04994688 ... 4.89050412 0.96355306 1.04764544]]
407,/home/ubuntu/MEBeauty-database/images/female/black/head-shoot-1542339_1920.jpg,4.797859690844233,[[0.44542411 0.63762201 3.72043096 ... 1.91685687 0.49089124 0.62887725]]
408,/home/ubuntu/MEBeauty-database/images/female/caucasian/girl-641673_1920.jpg,4.800000000000002,[[0.99516652 0.99461727 5.03362397 ... 3.43181563 0.79383802 1.0756623 ]]
409,/home/ubuntu/MEBeauty-database/images/male/caucasian/chase-jiggliemon-wilson-tu_uBj2_oTQ-unsplash.jpg,4.801299589603284,[[0.30028541 0.43885673 5.96230533 ... 2.78419183 0.28313432 0.5708292 ]]
410,/home/ubuntu/MEBeauty-database/images/male/hispanic/ricardo-aguilera-FZ08deIUo7U-unsplash.jpg,4.801552106430155,[[0.96279331 0.9757374  5.62638872 ... 4.26445724 1.05975324 0.98145386]]
411,/home/ubuntu/MEBeauty-database/images/female/asian/kseniia-ilinykh-BHmKkfpwuuc-unsplash.jpg,4.802469135802468,"[[ 1.03023858  1.02083749  5.63136908 ... 21.47091055  0.92354815
   0.93334742]]"
412,/home/ubuntu/MEBeauty-database/images/male/black/luke-2373974_1920.jpg,4.803061224489796,[[1.32420805 1.20564272 4.91934955 ... 2.33927111 1.24990706 1.58168711]]
413,/home/ubuntu/MEBeauty-database/images/male/hispanic/carlos-arthur-m-r-mgLuffTBCWk-unsplash.jpg,4.803267045454546,[[0.91534677 0.93571895 6.93405445 ... 3.16657843 0.80700253 0.95975812]]
414,/home/ubuntu/MEBeauty-database/images/male/hispanic/portrait-2244177_1280.jpg,4.804765886287625,[[1.38227543 1.25705279 5.90621468 ... 3.03421542 1.39330346 1.46271068]]
415,/home/ubuntu/MEBeauty-database/images/male/black/ebuka-nwaju-erV_cqnFrOM-unsplash.jpg,4.804988662131518,[[0.59429346 0.71473991 4.81354068 ... 1.91470694 0.72395427 0.70224688]]
416,/home/ubuntu/MEBeauty-database/images/male/hispanic/austrian-national-library-NiwBev0Fosk-unsplash.jpg,4.812682519816437,[[2.7378154  1.83395803 4.50270131 ... 2.56426826 1.58890258 3.05191076]]
417,/home/ubuntu/MEBeauty-database/images/male/indian/dollar-gill-X0iNZ0UZIrI-unsplash.jpg,4.812804878048781,[[0.95120491 0.96115739 5.23303119 ... 2.68731919 0.87484903 0.98264761]]
418,/home/ubuntu/MEBeauty-database/images/male/caucasian/sigmund-QjCNk0TxGfc-unsplash.jpg,4.812942366026289,[[1.03993379 1.02462419 4.4671428  ... 4.35968996 0.82890434 1.00846094]]
419,/home/ubuntu/MEBeauty-database/images/female/caucasian/woman-1140923_1920.jpg,4.816326530612245,[[0.92891975 0.95988781 3.50714734 ... 3.19914869 0.87266522 1.06338446]]
420,/home/ubuntu/MEBeauty-database/images/female/black/woman-1018284_1920.jpg,4.8192,[[2.38672336 1.67604405 4.2416731  ... 1.61457041 1.54447783 2.05256829]]
421,/home/ubuntu/MEBeauty-database/images/male/hispanic/ronny-sison-U9G_SPVlGd0-unsplash.jpg,4.819444444444444,[[0.57971163 0.68617244 6.04974124 ... 3.03451266 0.63245553 0.76763843]]
422,/home/ubuntu/MEBeauty-database/images/male/black/brian-lundquist-3_WZlLre0rY-unsplash.jpg,4.821476964769649,[[1.08591139 1.06181259 4.09851654 ... 2.45005473 1.15598253 1.16330907]]
423,/home/ubuntu/MEBeauty-database/images/male/caucasian/142.jpg,4.8242894056847545,[[0.90135539 0.92867388 6.026132   ... 2.92193707 0.70008113 0.81142615]]
424,/home/ubuntu/MEBeauty-database/images/male/caucasian/kon-karampelas-5Mo6u9CQLTE-unsplash.jpg,4.8252832438878945,[[0.60124899 0.69155614 6.11945196 ... 4.44843687 0.64355504 0.57586857]]
425,/home/ubuntu/MEBeauty-database/images/male/caucasian/foto-sushi-6anudmpILw4-unsplash.jpg,4.8309178743961345,[[0.69534216 0.77570403 5.428047   ... 3.85991827 0.70426834 0.69769222]]
426,/home/ubuntu/MEBeauty-database/images/male/caucasian/morten-pedersen-Z-bgD8pMv30-unsplash.jpg,4.833333333333333,[[0.74836627 0.81156134 6.35039631 ... 3.3188121  0.69247478 0.91430402]]
427,/home/ubuntu/MEBeauty-database/images/male/hispanic/suzana-sousa-IC1_YWQn6so-unsplash.jpg,4.833333333333333,[[1.38711312 1.22284261 4.25234435 ... 1.90203771 0.9970437  1.73079054]]
428,/home/ubuntu/MEBeauty-database/images/male/hispanic/suzana-sousa-IC1_YWQn6so-unsplash.jpg,4.833333333333333,[[2.17119988 1.65188162 5.02509296 ... 1.76691913 1.16442361 1.55926497]]
429,/home/ubuntu/MEBeauty-database/images/male/black/pexels-cottonbro-6626903.jpg,4.833333333333334,[[1.28806741 1.2031374  6.09737166 ... 2.59877031 1.24385281 1.31206304]]
430,/home/ubuntu/MEBeauty-database/images/male/caucasian/young-2807688_1920.jpg,4.834179970972423,[[1.15397243 1.12010443 8.78243196 ... 4.443323   1.15054974 1.2889221 ]]
431,/home/ubuntu/MEBeauty-database/images/male/mideastern/amr-taha-EbWk-8X2LSI-unsplash.jpg,4.835511982570806,[[0.58253187 0.7027735  4.94353786 ... 3.4503623  0.64704246 0.5530614 ]]
432,/home/ubuntu/MEBeauty-database/images/male/caucasian/vinicius-amnx-amano-XKoTZ1EUOJA-unsplash.jpg,4.835925925925926,[[0.64604191 0.72918833 6.48271233 ... 2.76686746 0.62566204 0.71031946]]
433,/home/ubuntu/MEBeauty-database/images/male/black/dorrell-tibbs-GntSiIMHyVM-unsplash.jpg,4.836607142857143,[[1.08595379 1.05402765 4.06797463 ... 2.71758089 0.9598437  1.20375842]]
434,/home/ubuntu/MEBeauty-database/images/male/mideastern/men-1171087_1920.jpg,4.841666666666667,[[0.39639823 0.54508258 5.27477379 ... 4.53079739 0.36555934 0.53655905]]
435,/home/ubuntu/MEBeauty-database/images/male/hispanic/toa-heftiba-2O1EUSTRBrY-unsplash.jpg,4.845238095238095,[[0.93102751 0.95740747 7.6397176  ... 7.54394533 0.96883504 0.85782953]]
436,/home/ubuntu/MEBeauty-database/images/male/indian/portrait-2612525_1920.jpg,4.85,"[[ 0.9564524   0.95995653 11.36275692 ...  3.82370104  1.06489292
   0.97152551]]"
437,/home/ubuntu/MEBeauty-database/images/female/indian/happy-4895044_1920.jpg,4.853128991060026,[[0.80006627 0.85422955 5.50499323 ... 4.4169191  0.64846039 0.87746263]]
438,/home/ubuntu/MEBeauty-database/images/male/asian/134.jpg,4.853863636363637,[[1.28219134 1.20891025 6.61316363 ... 2.44486745 0.99707466 1.55412326]]
439,/home/ubuntu/MEBeauty-database/images/female/black/jefferson-nnadiekwe-etYRmDQMcQQ-unsplash.jpg,4.8571428571428585,[[0.42178344 0.55714192 5.70624584 ... 1.57948484 0.49023286 0.55857245]]
440,/home/ubuntu/MEBeauty-database/images/male/caucasian/creating-a-brand-xcQWU0Eff-U-unsplash.jpg,4.862965838509316,[[0.65060426 0.77954463 3.88675334 ... 2.53214626 0.54825668 0.99481094]]
441,/home/ubuntu/MEBeauty-database/images/male/black/fitness-465202_1920.jpg,4.8654347826086966,[[0.51493465 0.62931678 5.84080172 ... 3.96649571 0.49799994 0.72727515]]
442,/home/ubuntu/MEBeauty-database/images/male/black/pexels-luiz-fernando-3021593.jpg,4.876543209876543,[[0.83379207 0.87793067 6.3753867  ... 3.03183259 0.82711315 0.8832642 ]]
443,/home/ubuntu/MEBeauty-database/images/male/mideastern/reza-biazar-eSjmZW97cH8-unsplash.jpg,4.8778073286052015,[[0.81537198 0.85485621 6.21811454 ... 3.67852465 0.82383861 0.84460847]]
444,/home/ubuntu/MEBeauty-database/images/male/caucasian/smile-2583221_1920.jpg,4.878679245283019,[[0.74857833 0.80923022 6.14024374 ... 3.25417732 0.61868456 0.86878609]]
445,/home/ubuntu/MEBeauty-database/images/female/asian/selfie-4127339_1920.jpg,4.8804945054945055,[[0.68353101 0.78594531 4.52551962 ... 2.37980809 0.54114555 0.95597778]]
446,/home/ubuntu/MEBeauty-database/images/male/caucasian/boy-2691494_1920.jpg,4.881578947368421,[[1.49481864 1.28574811 4.37011651 ... 3.47518677 1.23817363 1.75748036]]
447,/home/ubuntu/MEBeauty-database/images/female/caucasian/jen-theodore-i6iVOXfZM0s-unsplash.jpg,4.881656804733729,[[0.66603303 0.77931601 4.15728504 ... 3.51755954 0.66212099 0.72589467]]
448,/home/ubuntu/MEBeauty-database/images/male/mideastern/ruslan-ihnatenko-2Bb2auSD1hY-unsplash.jpg,4.881944444444444,[[0.90972646 0.93159115 7.20476436 ... 3.2542707  0.92498835 0.97689658]]
449,/home/ubuntu/MEBeauty-database/images/male/caucasian/people-1690965_1920.jpg,4.884539007092198,[[1.11078441 1.07383658 4.65331225 ... 2.75658506 0.829867   1.3560354 ]]
450,/home/ubuntu/MEBeauty-database/images/female/black/princess-Lo9qLgRIUIs-unsplash.jpg,4.884615384615385,[[1.48669085 1.29585465 5.01232198 ... 2.48166589 1.62762132 1.2105855 ]]
451,/home/ubuntu/MEBeauty-database/images/female/caucasian/toa-heftiba-U7NLqKoMmiQ-unsplash.jpg,4.8888888888888875,[[1.40462556 1.2386334  4.36789171 ... 3.64475842 1.08731977 1.46782594]]
452,/home/ubuntu/MEBeauty-database/images/male/black/pexels-nappy-936117.jpg,4.8888888888888875,[[0.55441483 0.70919491 3.9000928  ... 1.88277125 0.53616253 0.74877054]]
453,/home/ubuntu/MEBeauty-database/images/male/black/pexels-dellon-thomas-2474307.jpg,4.8888888888888875,[[1.05540904 1.03534222 4.59351293 ... 3.78073953 0.84576676 1.05454461]]
454,/home/ubuntu/MEBeauty-database/images/female/indian/indian-5449593_1920.jpg,4.8888888888888875,[[0.88057448 0.91005886 6.67041406 ... 2.59594768 0.99063292 0.79185038]]
455,/home/ubuntu/MEBeauty-database/images/male/asian/pexels-ketut-subiyanto-4473405.jpg,4.8888888888888875,[[0.77122446 0.83869856 5.21722718 ... 2.48845852 0.68736576 0.95589731]]
456,/home/ubuntu/MEBeauty-database/images/female/black/pexels-moh-mckenzie-3597035.jpg,4.8888888888888875,[[0.95338738 0.96592729 6.37513616 ... 2.58712627 1.03271456 1.01521964]]
457,/home/ubuntu/MEBeauty-database/images/female/black/engin-akyurt-lyh6c9MLdBY-unsplash.jpg,4.888888888888889,[[0.8867443  0.92591343 4.33167573 ... 2.16060171 0.91597519 0.83886145]]
458,/home/ubuntu/MEBeauty-database/images/male/indian/boy-1119239_1920.jpg,4.888888888888889,[[1.07032492 1.05520123 6.88205847 ... 3.61145217 0.94814862 1.16195032]]
459,/home/ubuntu/MEBeauty-database/images/male/caucasian/young-man-1990618_1920.jpg,4.889150943396227,[[1.15148722 1.09910049 5.15901004 ... 4.40565955 1.04943184 1.05912476]]
460,/home/ubuntu/MEBeauty-database/images/male/black/beard-1834429_1920.jpg,4.890089369080966,[[1.08799026 1.05456567 4.69984304 ... 2.99923538 0.91215411 1.16776513]]
461,/home/ubuntu/MEBeauty-database/images/female/asian/woman-2294787_1920.jpg,4.892984542211654,[[1.10066881 1.07250375 5.83112894 ... 3.78852757 1.16285159 1.22674596]]
462,/home/ubuntu/MEBeauty-database/images/female/black/woman-5932291_1920.jpg,4.901234567901235,[[1.0719705  1.04422686 4.34667279 ... 2.44299823 0.94300676 1.49613975]]
463,/home/ubuntu/MEBeauty-database/images/male/caucasian/matt-sings-ixmVe2qr8TM-unsplash.jpg,4.910256410256411,[[1.14057065 1.08486086 4.54019324 ... 2.77304972 0.88804893 1.31738999]]
464,/home/ubuntu/MEBeauty-database/images/male/black/maatla-seetelo-RdjeaWx3n70-unsplash.jpg,4.914205682272909,[[1.04758673 1.03165325 4.43830746 ... 2.72244731 0.92804724 0.96433205]]
465,/home/ubuntu/MEBeauty-database/images/male/mideastern/jesus-eca-wU4hzVf122M-unsplash.jpg,4.916666666666666,[[0.5421181  0.66086686 5.60668659 ... 2.58569599 0.52852516 0.74231623]]
466,/home/ubuntu/MEBeauty-database/images/male/hispanic/vince-fleming-1NrzZHMFztA-unsplash.jpg,4.916666666666667,[[1.00124125 0.99632653 4.89785933 ... 2.72162448 1.03583849 1.19792039]]
467,/home/ubuntu/MEBeauty-database/images/male/black/tanaka-pendeke-iHfBBeiAVCE-unsplash.jpg,4.917820867959372,[[0.98395141 0.98962317 4.27763824 ... 2.68770977 0.89140717 1.12870036]]
468,/home/ubuntu/MEBeauty-database/images/male/asian/long-truong-kVNadxWFsGM-unsplash.jpg,4.919324577861163,[[0.94254893 0.96144602 6.41818271 ... 4.12471506 0.83153652 0.88849847]]
469,/home/ubuntu/MEBeauty-database/images/male/caucasian/brittany-bendabout-dxSOJGYFJ6Y-unsplash.jpg,4.920138888888889,[[1.76762065 1.49803059 6.0202813  ... 2.48257964 1.92233732 1.85575156]]
470,/home/ubuntu/MEBeauty-database/images/female/black/pablo-merchan-montes-ro1i0CMzBfI-unsplash.jpg,4.921957671957672,[[1.03949774 1.0216918  3.90994567 ... 2.33636039 1.04840161 1.14776761]]
471,/home/ubuntu/MEBeauty-database/images/female/asian/woman-4804268_1920.jpg,4.9230769230769225,[[0.55297841 0.686329   4.63946012 ... 2.1362111  0.42588825 0.73074535]]
472,/home/ubuntu/MEBeauty-database/images/female/black/amevi-wisdom-wiUl_NyafcY-unsplash.jpg,4.923611111111111,[[1.87516454 1.57603438 6.49063593 ... 1.97827568 1.70107589 1.33294823]]
473,/home/ubuntu/MEBeauty-database/images/male/mideastern/metin-ozer-2jLCmcuwAc8-unsplash.jpg,4.924084595959597,[[1.00606932 1.         7.94352236 ... 5.49018506 0.97506314 0.91500669]]
474,/home/ubuntu/MEBeauty-database/images/male/asian/farhan-shaikh-iylgKUdIljc-unsplash.jpg,4.924612403100776,[[0.96354995 0.97441493 5.30555556 ... 2.33027121 0.89730349 1.00126396]]
